studentId,name,learningStyle,lovedTopicIds,dislikedTopicIds,socialEngagementScore
S0157,Ezgütekin Fırat,Mixed,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.16737543318713216
S0158,Ökkaş Türk,Reading/Writing,[],"[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.485750585203021
S0159,Günsel Arslan Şener,Kinaesthetic,"[""PHY003"", ""LIT034"", ""LIT031"", ""LIT032"", ""PHY005"", ""HIS025"", ""PHY002"", ""LIT035"", ""HIS023"", ""PHY001""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020""]",0.2231288814404552
S0160,Mevlüdiye Durmuş,Audio,"[""TRK037"", ""TRK040"", ""BIO008"", ""BIO010"", ""BIO009"", ""TRK036"", ""BIO007"", ""TRK039"", ""BIO006""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.37344884728495387
S0161,Rana Henife Şensoy Demirel,Mixed,"[""TRK039"", ""TRK036"", ""TRK037""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.38660756941930585
S0162,Çavuldur Akçay,Visual,"[""MAT017"", ""MAT019"", ""CHM013"", ""MAT018"", ""BIO008"", ""BIO007"", ""BIO006""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.29103929254547434
S0163,Zubeyde Mansız Erdoğan,Audio,"[""PHY003"", ""CHM013"", ""CHM014"", ""PHY005"", ""CHM012""]","[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020""]",0.3584957567261279
S0164,Bilay Yorulmaz,Visual,[],"[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.3688485254460999
S0165,Vezat Çetin,Visual,"[""TRK039"", ""TRK040"", ""PHY002"", ""MAT018"", ""TRK038"", ""PHY004""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.43385584819172346
S0166,Sayin Sezer,Audio,"[""LIT031"", ""LIT034"", ""BIO010"", ""LIT033"", ""LIT032"", ""BIO007"", ""BIO008"", ""BIO009"", ""LIT035"", ""BIO006""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.05932432661715326
S0167,Nefaret Gabel Ülker Ergül,Mixed,"[""BIO009"", ""BIO008"", ""TRK036""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.15373830274583952
S0168,Koçkan Manço,Audio,"[""TRK038"", ""TRK040"", ""BIO007"", ""HIS022"", ""HIS024"", ""BIO010"", ""HIS021"", ""HIS023"", ""BIO009"", ""BIO008"", ""HIS025""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.6909271687966831
S0169,Peren Dursadiye Şama,Visual,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.04927096831835294
S0170,Yurtgüven Akça,Mixed,"[""MAT019"", ""MAT020"", ""BIO008"", ""TRK039"", ""MAT018"", ""MAT016""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.18591584017139418
S0171,Meleknur Yıldırım İnönü,Visual,[],[],0.2715695031402613
S0172,Dayar Korutürk,Reading/Writing,[],[],0.3219105263709601
S0173,Akver Yılmaz,Audio,"[""TRK036"", ""PHY005"", ""PHY003"", ""TRK039"", ""PHY002"", ""MAT016"", ""TRK037"", ""TRK040"", ""TRK038"", ""MAT020"", ""MAT018"", ""PHY001"", ""MAT019"", ""MAT017"", ""PHY004""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010""]",0.48209428949031524
S0174,Gözem Sefer Akça,Reading/Writing,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.319706275524256
S0175,Atasagun Öcalan,Audio,"[""TRK038""]",[],0.4916099383257625
S0176,Yahşikan Özinal Bilgin Yıldırım,Visual,"[""MAT017"", ""MAT018""]","[""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.18417297086710416
S0177,Hüda Nasiba Tarhan Yüksel,Visual,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.029392249773945323
S0178,Savni Erdoğan,Audio,"[""GEO030"", ""CHM011"", ""LIT035"", ""LIT031"", ""CHM013"", ""GEO028"", ""GEO026"", ""CHM014"", ""GEO029""]","[""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.43832440071116074
S0179,Ulakbey Zengin,Audio,"[""BIO007"", ""BIO008"", ""TRK038"", ""TRK040"", ""LIT035"", ""LIT032"", ""LIT031"", ""TRK036"", ""TRK039"", ""TRK037"", ""LIT034"", ""LIT033"", ""BIO009"", ""BIO006"", ""BIO010""]",[],0.2201991781916555
S0180,Aliihsan Karadeniz,Mixed,"[""PHY001"", ""PHY004"", ""LIT033"", ""LIT034"", ""LIT035""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.1272898020531447
S0181,Tali Zengin,Audio,"[""HIS024"", ""HIS025"", ""BIO010"", ""BIO007"", ""BIO006"", ""BIO009"", ""PHY003""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.5623099425360223
S0182,Masume Sezer,Reading/Writing,[],[],0.13516925682648886
S0183,Zaliha Görsev Durmuş,Mixed,[],[],0.18926525270317185
S0184,Üçgül Beste Bilgin,Kinaesthetic,"[""PHY005"", ""PHY003"", ""PHY004"", ""PHY002""]",[],0.27885221243093267
S0185,Zülfüye Sidar Ergül,Reading/Writing,"[""BIO007"", ""HIS024"", ""BIO009"", ""BIO008"", ""GEO029""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.2584988688589334
S0186,Akboğa Yüksel,Kinaesthetic,"[""GEO030"", ""CHM012""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.17136241835362837
S0187,Eba Çakırca Kısakürek Arslan,Visual,"[""CHM013"", ""CHM011"", ""CHM014""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3902904125361203
S0188,Dirlik Erdoğan,Mixed,"[""CHM012"", ""CHM011"", ""TRK036"", ""TRK037"", ""CHM014""]","[""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.1388409287646582
S0189,Irıs Sadeti Şensoy Dumanlı,Kinaesthetic,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.4659217194194351
S0190,Mujde Korutürk,Reading/Writing,"[""MAT020"", ""PHY002""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.6157519764816631
S0191,Urhan Kısakürek,Audio,[],[],0.3073799210471541
S0192,Möhsim Yılmaz,Visual,"[""PHY001"", ""PHY004""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3116610941567272
S0193,Refik Bilir,Audio,"[""TRK039"", ""MAT016""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.13470126431771032
S0194,İntihap Kibar Kısakürek,Audio,"[""PHY003"", ""PHY001"", ""PHY005""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.7239031844967967
S0195,Kotuz Korutürk,Reading/Writing,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.11910027770778647
S0196,Ayvas Mazlum Dumanlı,Mixed,"[""TRK039"", ""MAT019"", ""MAT018"", ""MAT016""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.28538578892011157
S0197,Şahmettin Karadeniz,Reading/Writing,[],"[""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.5143096900418668
S0198,İmge Öcalan,Visual,"[""LIT033"", ""PHY001"", ""PHY003"", ""LIT031"", ""LIT035"", ""LIT034"", ""PHY005""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.15648979507517
S0199,Saydam Aru Ertaş,Audio,"[""MAT017"", ""GEO029"", ""MAT018"", ""TRK036"", ""GEO027"", ""TRK040"", ""MAT016"", ""TRK037"", ""GEO026"", ""GEO030""]",[],0.26055752603134724
S0200,Özpetek Semat Demirel,Audio,"[""LIT033"", ""HIS025"", ""HIS024"", ""HIS021"", ""HIS022"", ""LIT031""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.13981359053542353
S0201,Tagangül Hayrioğlu Karadeniz,Mixed,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010""]",0.388093991336372
S0202,Umutcan Boğatimur Akgündüz,Audio,"[""MAT016"", ""TRK038"", ""CHM014"", ""MAT018"", ""CHM015"", ""TRK037"", ""TRK036"", ""CHM012"", ""CHM011""]",[],0.4641645770320866
S0203,Çilga Masume Yıldırım Yıldırım,Audio,"[""BIO006"", ""BIO007"", ""PHY001"", ""BIO010""]","[""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.12845804774166794
S0204,Bilginur Akça Akdeniz,Kinaesthetic,"[""CHM013"", ""PHY002""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.0552063959733059
S0205,Remazan Duran,Audio,[],[],0.017279127080126834
S0206,Selaheddin Korutürk,Visual,"[""CHM013"", ""CHM011"", ""CHM015"", ""CHM012""]","[""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.1592498686850637
S0207,Hudavent Muratcan Şensoy Fırat,Visual,[],[],0.2667449952728772
S0208,Yurdaser Alemdar İhsanoğlu,Audio,"[""CHM013""]",[],0.5296920335983468
S0209,Süheyda Şahnuray Durmuş,Visual,"[""LIT032"", ""LIT033"", ""LIT031"", ""LIT034""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3071017670062408
S0210,Refet Adviye İnönü,Kinaesthetic,"[""TRK040"", ""BIO009"", ""BIO010"", ""TRK039"", ""TRK037"", ""TRK038"", ""TRK036"", ""BIO006"", ""BIO008"", ""BIO007""]",[],0.2504805636294227
S0211,Rana Şener,Reading/Writing,"[""LIT032"", ""LIT031"", ""LIT035"", ""LIT033"", ""LIT034""]","[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020""]",0.40355832138751585
S0212,Kalgay Hüryaşar Demirel,Mixed,"[""HIS021"", ""GEO026"", ""GEO030""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3696214928596068
S0213,Hamiyet Sevginur Güçlü Şafak,Audio,[],"[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.22078097776764183
S0214,Dilfeza Öcalan,Reading/Writing,"[""BIO009"", ""BIO010"", ""BIO006"", ""MAT017""]",[],0.09074148599417395
S0215,Utkucan Önel Güçlü Akdeniz,Audio,"[""GEO026"", ""LIT033"", ""LIT032"", ""LIT034"", ""LIT035"", ""GEO030"", ""BIO006"", ""LIT031"", ""BIO010"", ""GEO027""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005""]",0.42629856137072764
S0216,Hasbek Yılmaz,Audio,"[""TRK036""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.3076570372812912
S0217,Orçin Mansız,Audio,"[""PHY003"", ""PHY002""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.08686886954251037
S0218,Çavuldur Fersan Bilge Arsoy,Kinaesthetic,[],[],0.31988267906477214
S0219,Seler Talayer Karadeniz Soylu,Audio,"[""BIO010"", ""BIO006"", ""BIO007"", ""BIO008""]","[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.17245945458117015
S0220,Havse Alemdar,Kinaesthetic,"[""CHM015"", ""CHM013"", ""CHM011"", ""CHM014"", ""CHM012""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.5236077465948994
S0221,Rabbiye Akça,Kinaesthetic,"[""CHM015"", ""CHM011"", ""BIO009""]","[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.14411306049989406
S0222,Durdali Bilge,Mixed,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.4369016405600799
S0223,İlper Akçay Çamurcuoğlu,Visual,"[""GEO028""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.5620366156958401
S0224,Soyselçuk Sakarya,Reading/Writing,[],"[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.20388080864478686
S0225,Gözel Ülker,Visual,"[""HIS021""]",[],0.26526006970231497
S0226,Emin Çorlu,Reading/Writing,"[""BIO007"", ""LIT034"", ""MAT018"", ""MAT020"", ""LIT031"", ""BIO009"", ""BIO008""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.342996453032718
S0227,Nayil Sakarya,Reading/Writing,[],[],0.3081745146780117
S0228,Abdulbekir Nehip Aslan,Kinaesthetic,[],"[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.07847640863395763
S0229,Karanbay Zorlu,Visual,"[""MAT019"", ""CHM012""]","[""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.20417842853949858
S0230,Tarancı Demirel,Kinaesthetic,"[""MAT017"", ""PHY003"", ""PHY001"", ""PHY002"", ""MAT016"", ""PHY004"", ""MAT020"", ""GEO030"", ""GEO026"", ""PHY005"", ""MAT018"", ""GEO029"", ""MAT019"", ""GEO027"", ""GEO028""]","[""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.46757480171249854
S0231,Aydar Şener Soylu,Audio,[],[],0.22444388214291414
S0232,Karaca Bahaddin Aslan Akça,Reading/Writing,"[""PHY002"", ""PHY005"", ""TRK036"", ""TRK038"", ""CHM015"", ""CHM013"", ""PHY004""]",[],0.5642742600782024
S0233,Sanur Burcuhan Sakarya Korutürk,Visual,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005""]",0.45836380319932735
S0234,Andiç Sakarya,Kinaesthetic,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.22873235215695734
S0235,Badegül Saygın Ergül Öcalan,Reading/Writing,"[""PHY003"", ""HIS023"", ""PHY001"", ""PHY005"", ""GEO029"", ""GEO026""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.19416253232713945
S0236,Ensari Yıldırım,Kinaesthetic,"[""HIS025"", ""HIS024"", ""HIS023""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.11404878475035836
S0237,Hazrat Akdeniz,Audio,[],"[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.11886389807223895
S0238,Mahir Öcalan,Reading/Writing,"[""TRK040""]","[""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025""]",0.224300325608497
S0239,Fügen Maşide Akgündüz Şama,Mixed,"[""BIO007"", ""BIO006""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.1748455929095408
S0240,Ervaniye Korutürk Durmuş,Reading/Writing,[],"[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030"", ""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035""]",0.23810184430754963
S0241,Ufukay Sezgin Durmuş,Kinaesthetic,[],[],0.43794334939116214
S0242,Hacile Gülçe Gülen,Reading/Writing,"[""GEO027"", ""CHM013""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.3050820962749862
S0243,Asiman Durmuş,Audio,[],[],0.4110151238583872
S0244,Songurkan Durmuş,Mixed,[],"[""LIT031"", ""LIT032"", ""LIT033"", ""LIT034"", ""LIT035"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.23841138620236768
S0245,Macide Hilayda Bilge,Kinaesthetic,"[""HIS023"", ""LIT035"", ""TRK039"", ""TRK036"", ""LIT032"", ""HIS021"", ""TRK037""]","[""PHY001"", ""PHY002"", ""PHY003"", ""PHY004"", ""PHY005"", ""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020""]",0.30555856203807996
S0246,Evrim Nüdret Karadeniz,Kinaesthetic,"[""PHY003"", ""PHY005"", ""PHY002""]","[""BIO006"", ""BIO007"", ""BIO008"", ""BIO009"", ""BIO010"", ""CHM011"", ""CHM012"", ""CHM013"", ""CHM014"", ""CHM015"", ""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""HIS021"", ""HIS022"", ""HIS023"", ""HIS024"", ""HIS025"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.22431198667381724
S0247,Muratcan Haluk Gülen Aslan,Visual,"[""CHM013"", ""CHM014"", ""CHM015""]","[""MAT016"", ""MAT017"", ""MAT018"", ""MAT019"", ""MAT020"", ""TRK036"", ""TRK037"", ""TRK038"", ""TRK039"", ""TRK040""]",0.22830350418430012
S0248,Mahir Güçlü,Visual,"[""TRK039"", ""TRK038"", ""TRK036"", ""TRK040""]","[""GEO026"", ""GEO027"", ""GEO028"", ""GEO029"", ""GEO030""]",0.601389322500987
